id,name,price,date,available,room_type,accommodates,bedrooms,beds,amenities,latitude,longitude,property_type,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
659312654584073121,A-frame Cabin Campground with communal River Lodge,226.0,2023-03-19,t,Entire home/apt,4,1.0,2.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Bluetooth-ready record player Bluetooth sound system"", ""Private patio or balcony"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""AC - split type ductless system"", ""Refrigerator"", ""Board games"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Shared backyard \u2013 Not fully fenced"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Security cameras on property"", ""Books and reading material"", ""Outdoor furniture"", ""Hot water"", ""Fire pit"", ""Self check-in"", ""Ceiling fan"", ""Record player"", ""Park view"", ""Hammock"", ""Mini fridge"", ""Smoke alarm"", ""Mountain view"", ""River view"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Iron""]",35.56729,-82.56985,Entire cabin,442096897,2022-01-25,,within an hour,100%,100%,1,1125,4,5.0,0.68,1,1,0,0
659427041564978528,"Spectacular Wooded Retreat, Close to Asheville!",601.0,2023-03-19,t,Entire home/apt,14,4.0,7.0,"[""Private pool"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Gas stove"", ""BBQ grill: charcoal"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Carbon monoxide alarm"", ""EV charger"", ""Dedicated workspace"", ""Hangers"", ""Game console"", ""Security cameras on property"", ""Microwave"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Indoor fireplace"", ""First aid kit"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Gym"", ""Coffee maker: drip coffee maker"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Air conditioning"", ""Iron""]",35.45753,-82.57159,Entire home,37020165,2015-06-29,"Asheville, NC",within an hour,100%,100%,3,365,11,4.91,1.42,4,4,0,0
659940517932762758,Mom's River Cabin near Asheville,139.0,2023-03-19,f,Entire home/apt,4,2.0,3.0,"[""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Waterfront"", ""Private patio or balcony"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Barbecue utensils"", ""Stove"", ""Private BBQ grill: gas"", ""Children\u2019s books and toys"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""HDTV"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Smoke alarm"", ""Baking sheet"", ""Coffee maker: drip coffee maker"", ""Free dryer \u2013 In building"", ""Oven"", ""Dishwasher"", ""River view"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.4442573,-82.55735659999999,Entire cabin,10507179,2013-12-08,"Asheville, NC",within an hour,100%,96%,2,1125,25,4.88,2.91,1,1,0,0
660310339680082178,Charming Emma Bungalow,143.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Coffee maker"", ""Cleaning products"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Board games"", ""Free dryer \u2013 In unit"", ""Clothing storage: dresser, closet, and wardrobe"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Conditioner"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Central heating"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""Ceiling fan"", ""Safe"", ""Smoke alarm"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Air conditioning""]",35.596318375002255,-82.59191237390041,Entire bungalow,199409320,2018-07-02,"Asheville, NC",within an hour,100%,98%,1,365,24,4.92,3.01,1,1,0,0
660682507219527871,Cozy Centralized Home - Downtown & Biltmore,231.0,2023-03-19,t,Entire home/apt,6,3.0,3.0,"[""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Fireplace guards"", ""Outlet covers"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Essentials"", ""Single level home"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Board games"", ""Barbecue utensils"", ""Keypad"", ""Free dryer \u2013 In unit"", ""58\"" HDTV"", ""Stainless steel electric stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Baby safety gates"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Outdoor furniture"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Kitchen"", ""Toaster"", ""Fire pit"", ""Indoor fireplace"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Self check-in"", ""Hammock"", ""Ethernet connection"", ""Stainless steel oven"", ""Babysitter recommendations"", ""Rice maker"", ""Smoke alarm"", ""Baking sheet"", ""BBQ grill"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.5496121,-82.5089644,Entire home,402134089,2021-05-17,,,,100%,1,1125,4,5.0,0.78,1,1,0,0
661017790664427303,Mill House - Quiet Neighborhood,101.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Clothing storage: dresser and closet"", ""Stove"", ""Wifi"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Microwave"", ""Security cameras on property"", ""Smart lock"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Self check-in"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Baking sheet"", ""Free dryer \u2013 In building"", ""Oven"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Air conditioning"", ""Body soap""]",35.53723,-82.64334,Entire home,247799171,2019-03-09,"Asheville, NC",within a few hours,100%,97%,28,365,2,5.0,0.3,2,2,0,0
661049412833599250,Home Away from Home -  9 minutes from downtown,60.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Kayak"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Stove"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Clothing storage: walk-in closet"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Portable fans"", ""Books and reading material"", ""Coffee maker: drip coffee maker, french press"", ""Central heating"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Lock on bedroom door"", ""Smoke alarm"", ""Baking sheet"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Air conditioning"", ""Iron""]",35.60241,-82.59284,Private room in home,55189315,2016-01-18,"Asheville, NC",within an hour,100%,97%,1,14,34,4.85,4.23,1,0,1,0
661619298131144900,"Turnberry Treehouse | Deck, Fire Pit, Gas Grill & 15 Min. to Downtown AVL!",138.0,2023-03-19,f,Entire home/apt,6,2.0,3.0,"[""Hair dryer"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""TV"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Microwave"", ""Patio or balcony"", ""Smart lock"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Kitchen"", ""Indoor fireplace"", ""Self check-in"", ""Smoke alarm"", ""Oven"", ""Dishwasher"", ""Heating"", ""Air conditioning"", ""Iron""]",35.47661,-82.49816,Entire home,10603047,2013-12-13,"Asheville, NC",within an hour,97%,100%,2,365,3,3.67,0.37,10,10,0,0
661632237374042391,Beautifully remodeled bus close to downtown,99.0,2023-03-19,t,Entire home/apt,2,1.0,1.0,"[""Dishes and silverware"", ""TV"", ""Lockbox"", ""BBQ grill"", ""Self check-in"", ""Hot water"", ""Portable heater"", ""Wifi"", ""Kitchen"", ""Cooking basics"", ""Fire pit"", ""Bed linens"", ""Pets allowed"", ""Air conditioning"", ""Essentials"", ""Free parking on premises""]",35.54955,-82.49134,Bus,229610625,2018-12-07,"Asheville, NC",within an hour,98%,100%,1,29,53,4.62,6.16,6,6,0,0
661687960356442706,NEW! Gorgeous Asheville Home - 6 Mi to Downtown!,185.0,2023-03-19,f,Entire home/apt,7,3.0,4.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Security cameras on property"", ""Patio or balcony"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Smoke alarm"", ""BBQ grill"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.57317,-82.63633,Entire home,121681645,2017-03-20,United States,within an hour,100%,99%,2,1125,31,4.97,3.6,41,41,0,0
664506620829969409,Pet Friendly Cottage 5 min to Downtown Asheville,101.0,2023-03-19,f,Entire home/apt,4,2.0,3.0,"[""Fire extinguisher"", ""Dishes and silverware"", ""Refrigerator"", ""Central air conditioning"", ""Smoke alarm"", ""Coffee maker"", ""Patio or balcony"", ""HDTV with Amazon Prime Video, Apple TV, HBO Max, Hulu, Netflix, premium cable, Roku"", ""Backyard"", ""Outdoor dining area"", ""Bathtub"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Cooking basics"", ""First aid kit"", ""Heating"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Free parking on premises""]",35.6055166,-82.599789,Entire home,442004854,2022-01-25,"Asheville, NC",within an hour,98%,100%,2,365,11,4.18,1.66,5,5,0,0
664715066123627682,Cozy 1 Bedroom 5 Minutes to Downtown & West Ashevi,106.0,2023-03-19,f,Entire home/apt,3,2.0,2.0,"[""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""Bathtub"", ""Carbon monoxide alarm"", ""Wifi"", ""Dryer"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Air conditioning"", ""Cooking basics"", ""Washer"", ""Pets allowed"", ""Free parking on premises""]",35.58924,-82.60014,Entire condo,442004854,2022-01-25,"Asheville, NC",within an hour,98%,100%,2,365,4,4.5,0.5,5,5,0,0
665247819715896836,"Full Kitchen, Dogs Stay Free! ~ A Walkable Wonder!",134.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Electric stove"", ""Coffee"", ""Hair dryer"", ""Fast wifi \u2013 290 Mbps"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Keypad"", ""Luggage dropoff allowed"", ""Radiant heating"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Exercise equipment: yoga mat"", ""Conditioner"", ""40\"" TV"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Portable fans"", ""Books and reading material"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Baking sheet"", ""Free dryer \u2013 In building"", ""Oven"", ""Dove body soap"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Iron"", ""Clothing storage: closet, dresser, and walk-in closet""]",35.61341,-82.55077,Entire rental unit,424485172,2021-09-24,"Asheville, NC",within an hour,100%,94%,1,1125,38,5.0,4.47,1,1,0,0
665285983377320322,The Lodge at Blue Ridge Parkway,175.0,2023-03-19,t,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Private patio or balcony"", ""Portable heater"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Free dryer \u2013 In unit"", ""Fast wifi \u2013 129 Mbps"", ""Private backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Private BBQ grill: charcoal"", ""Conditioner"", ""Blender"", ""Hangers"", ""Stainless steel gas stove"", ""65\"" HDTV with HBO Max, Hulu, Netflix, Roku, Amazon Prime Video"", ""Central air conditioning"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Ceiling fan"", ""Record player"", ""Lockbox"", ""Safe"", ""Smoke alarm"", ""Baking sheet"", ""Coffee maker: drip coffee maker"", ""Dishwasher"", ""Single level home"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.5877218,-82.47105549999999,Entire home,51824018,2015-12-20,"Asheville, NC",within an hour,100%,100%,1,365,31,4.71,3.78,2,2,0,0
667240876916183414,Brookstone Lodge Hotel Easy Access I-40 Downtown,84.0,2023-03-19,f,Private room,4,1.0,2.0,"[""Shampoo"", ""Shared pool"", ""Hair dryer"", ""Coffee maker"", ""Breakfast"", ""Crib"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Security cameras on property"", ""Elevator"", ""Fire pit"", ""First aid kit"", ""Self check-in"", ""Outdoor dining area"", ""Building staff"", ""Smoke alarm"", ""Gym"", ""Heating"", ""Air conditioning"", ""Iron""]",35.55394,-82.5204,Room in boutique hotel,184069772,2018-04-13,"Asheville, NC",within an hour,100%,98%,100,150,15,4.47,1.81,4,0,2,0
667421156770491567,"Bright, open studio in East Asheville",80.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Fast wifi \u2013 256 Mbps"", ""Cleaning products"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Single level home"", ""Essentials"", ""Fire extinguisher"", ""Dining table"", ""Garden view"", ""AC - split type ductless system"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Body soap"", ""Free driveway parking on premises"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Portable fans"", ""Books and reading material"", ""Long term stays allowed"", ""Hot water"", ""Cleaning available during stay"", ""Bathtub"", ""Kitchen"", ""Heating - split type ductless system"", ""Wine glasses"", ""First aid kit"", ""Private backyard"", ""Mini fridge"", ""32\"" HDTV with Netflix"", ""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Laundromat nearby"", ""Bed linens"", ""Iron""]",35.59827,-82.51884,Entire rental unit,78474630,2016-06-18,"Asheville, NC",within an hour,100%,100%,2,7,5,5.0,1.52,1,1,0,0
668081997613842660,Trout Lily Cottage-steps from downtown Asheville,221.0,2023-03-19,t,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Coffee"", ""LG refrigerator"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Fireplace guards"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Washer"", ""Fire extinguisher"", ""Freezer"", ""City skyline view"", ""50\"" HDTV"", ""Clothing storage: dresser and closet"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Body soap"", ""Radiant heating"", ""Conditioner"", ""Exercise equipment: yoga mat"", ""Blender"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Portable fans"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Free driveway parking on premises \u2013 1 space"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Whirlpool stainless steel electric stove"", ""Self check-in"", ""Ethernet connection"", ""Stainless steel oven"", ""Smoke alarm"", ""Baking sheet"", ""Coffee maker: drip coffee maker"", ""Dishwasher"", ""Backyard"", ""Bed linens"", ""Air conditioning"", ""Iron""]",35.60245,-82.54673,Entire home,468712648,2022-07-10,,within an hour,100%,100%,2,365,13,4.92,2.55,1,1,0,0
668106311195140820,Brand New - 10 Min to Downtown. Luxury high-end finishes. Private Hot Tub & Arcade,343.0,2023-03-19,f,Entire home/apt,12,4.0,7.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""High chair"", ""Extra pillows and blankets"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Air conditioning"", ""Freezer"", ""Refrigerator"", ""Stove"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""EV charger"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Game console"", ""Microwave"", ""Patio or balcony"", ""Baby bath"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Smart lock"", ""Bathtub"", ""Kitchen"", ""Cleaning available during stay"", ""Indoor fireplace"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Ethernet connection"", ""Babysitter recommendations"", ""Smoke alarm"", ""BBQ grill"", ""Children\u2019s dinnerware"", ""Private hot tub"", ""Gym"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""Backyard"", ""Bed linens"", ""Heating"", ""TV with standard cable"", ""Iron""]",35.61495,-82.59429,Entire home,36793116,2015-06-26,"New York, NY",within an hour,100%,97%,1,365,25,4.92,3.49,5,5,0,0
668951877642918112,"Luxury Outdoor Living: Hot Tub,  Fire Pit, & Views",294.0,2023-03-19,f,Entire home/apt,8,3.0,4.0,"[""Fast wifi \u2013 432 Mbps"", ""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Private hot tub - available all year"", ""Barbecue utensils"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Stainless steel electric stove"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Books and reading material"", ""Outdoor furniture"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""65\"" TV"", ""Kitchen"", ""Fire pit"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Stainless steel oven"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""BBQ grill"", ""Coffee maker: drip coffee maker"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.54669,-82.61909,Entire home,360754159,2020-08-05,,,,,2,31,38,4.95,4.77,4,4,0,0
669416515017704474,Cute + Comfortable West Asheville Studio,45.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Coffee maker: french press, Keurig coffee machine"", ""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Portable heater"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""32\"" HDTV with Disney+, Netflix"", ""Fire extinguisher"", ""AC - split type ductless system"", ""Fast wifi \u2013 76 Mbps"", ""Refrigerator"", ""Keypad"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Clothing storage: closet"", ""Portable fans"", ""Security cameras on property"", ""Outdoor furniture"", ""Toaster"", ""Hot water"", ""Room-darkening shades"", ""Bathtub"", ""Heating - split type ductless system"", ""Wine glasses"", ""First aid kit"", ""Fire pit"", ""Self check-in"", ""Lock on bedroom door"", ""Hammock"", ""Mini fridge"", ""Smoke alarm"", ""Laundromat nearby"", ""Bed linens"", ""Iron""]",35.57343272881623,-82.5721538,Private room in guest suite,3728209,2012-10-01,"Asheville, NC",within an hour,100%,94%,1,1125,4,5.0,4.0,1,0,1,0
669481912755319842,Private & Cozy Asheville | Bent Creek Living,174.0,2023-03-19,f,Entire home/apt,8,3.0,4.0,"[""Fast wifi \u2013 495 Mbps"", ""Coffee"", ""Hair dryer"", ""Coffee maker: Keurig coffee machine"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Pets allowed"", ""Fireplace guards"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Clothing storage: closet and dresser"", ""HDTV with HBO Max, Amazon Prime Video, Disney+, Netflix, Hulu"", ""Dishes and silverware"", ""Essentials"", ""Free street parking"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Board games"", ""Barbecue utensils"", ""Keypad"", ""Drying rack for clothing"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Stainless steel electric stove"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""Klipsch Bluetooth sound system"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Ceiling fan"", ""Ethernet connection"", ""Stainless steel oven"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""BBQ grill"", ""Children\u2019s dinnerware"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.51019,-82.60936,Entire home,207636074,2018-08-05,"Asheville, NC",within an hour,100%,100%,2,1125,12,5.0,1.67,1,1,0,0
669756483535908337,Private room in large house outside of Asheville,999.0,2023-03-19,t,Private room,2,1.0,1.0,"[""Refrigerator"", ""Central air conditioning"", ""TV"", ""Wifi"", ""Dryer"", ""Indoor fireplace: electric"", ""Dishes and silverware"", ""Dedicated workspace"", ""Free parking on premises""]",35.4624,-82.57299,Private room in home,158894718,2017-11-15,,,,100%,1,2,1,5.0,0.13,1,0,1,0
670211202440959730,Guest Room with 1 King Bed at Kimpton Hotel Arras,250.0,2023-03-19,t,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Pets allowed"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Wifi"", ""Paid parking off premises"", ""Body soap"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Dedicated workspace"", ""Hangers"", ""Elevator"", ""Host greets you"", ""Smoke alarm"", ""Gym"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.59564,-82.5533,Entire rental unit,457314494,2022-05-03,,within an hour,100%,100%,1,365,8,5.0,1.1,2,2,0,0
670215850701672135,Guest Room with 2 Queen Beds at Kimpton Hotel Arras,256.0,2023-03-19,t,Entire home/apt,4,1.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Pets allowed"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Wifi"", ""Paid parking off premises"", ""Body soap"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Dedicated workspace"", ""Hangers"", ""Elevator"", ""Host greets you"", ""Smoke alarm"", ""Gym"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.59547,-82.55169,Entire rental unit,457314494,2022-05-03,,within an hour,100%,100%,1,365,1,5.0,0.32,2,2,0,0
